Tweet,positive,negative,neutral,question,suggestion
@united UA1740 just admit you have no clue when flight will leave Denver. #unfriendlyskies,0,1,0,0,0
"@united yep, after long waiting on the phone we managed to rebook it. Hope it will be a pleasent one. Thanks for ur help.",1,0,1,0,0
@united Just had the worst experience ever flying with you,0,1,0,0,0
@United UA1740. As the inbound flight dep time gets closer you push it back 15 min. You've been doing this for 2 hrs.,0,1,0,0,0
@united why is my flight from mke to ord getting delayed? Our gate attendant is not communicating!,0,0,0,1,0
"@united my plane sounds like  a DJ  scratching is this normal? If so, will this eventually be a new entertainment fee.",0,0,0,1,1
@united chase says no referral bonus. Thanks.,0,1,0,0,0
"@united how can i trust United with future Flight Booking Problemss when a confirmed, ticketed and purchased ticket is Cancelled Flightled after the fact?",0,0,0,1,0
@united rebooked.  This one is Late Flight too.,0,1,0,0,0
@united 2nd Late Flight flight today,0,1,0,0,0
"@united if u miss first leg of ur flight, you have to pay hundreds of $'s just to keep your second leg? How much to keep my earned miles?",0,0,0,1,0
"@united 3586 from IAD to BUF.  Incredibly loud, and like a third world 70s inner city metro bus.  #lowstandards http://t.co/m67WnBglXQ",0,1,0,0,0
@united Cancelled Flighting. bought a ticket for a friend but cant get the credit under my name,0,0,1,0,0
@united Boeing 777 Star Alliance short finals @Heathrowairport 27L on an amazing winters morning #777 #Avgeek http://t.co/owMaXOyEhZ,0,0,1,0,0
@united 16 days for one flight and 8 for the other (roundtrip).,0,0,1,0,0
@united I am blown away by stellar #custserv !! Thank you &lt,1,0,0,0,0
@united your overall experience of flying is not friendly,0,0,0,0,1
@united a good start would be  to warm the plane before the departure time so the flight isn't delayed due to frozen water lines.,0,0,0,0,1
@united annnnddddd I'm going to lose my first class seat on the flight they shuffle me to,0,1,0,0,0
@united you have the nicest gate attendant at Newark airport gate 101 right now. Multiple delays and she is still pleasant with everyone.,1,0,0,0,0
@united 6 hour mechanical delay...killing me,0,0,1,0,0
@united every time I check a bag with your airline I'm confident I will be wearing the same clothes for 3 days.  Please prove me wrong.,0,1,0,0,0
@united trade show! Come by both 130 for awesome deals on #sunkist and @webbernaturals! $$ http://t.co/1L9sCWPhph,0,0,1,0,0
@united. Thanks United for the no running water and Late Flight flight from Grand Rapids to Denver,0,1,0,0,0
@united KN: not allowing me to bypass the receipt # on the refund request form. Never received receipt email. charged http://t.co/Cju102xP2k,0,0,1,0,0
@united please help! Left my iPad Air 2 on my flight from NYC to Paris yesterday and can’t get in touch with anyone locally. What to do?,0,0,0,1,0
@united When will that happen? It really confuses when the 1st content to come on the 6in screens is about how technology forward United is.,0,0,1,1,0
"@united you mean like my mailing address and rate? By the surliness of my United ""coworkers"" I'm guessing our benefits aren't great.",0,0,1,1,0
@united I already sent feedback and your reps are who told me about the priority. I'm speechless at your system,0,0,1,0,0
@united just because you are a monopoly in @flySFO doesn't mean you treat your frequent fliers like crap.,0,1,0,0,0
"@united Yeah, bag is on the way. As per usual.  I'm actually getting used to getting it delivered to me, its kind of nice in a sense.",1,0,0,0,0
@united How much is baggage check for International flights?,0,0,0,1,0
@united Why does it take 4-6 weeks for a new MileagePlus Premier card to be sent out? #stillwaiting #doesntfeellikestatusyet,0,1,0,1,0
"@United Wonder why people hate dealing with airlines?  Ridiculous and inflexible ""policies"".  I need a phone number and a resolution.  Now.",0,1,0,1,0
@united LE2V9D pnr numbered flight. The first leg is Cancelled Flightled due to bad weather in iatanbul. How can i make a reFlight Booking Problems,0,0,1,1,0
"@united Thanks for explanation. It seems like an odd incentive structure, tho, because it dramatically diminishes the value of the certs.",1,0,1,0,0
@united #sfo #ClearVision #TV4U @ United Terminal SFO Airport http://t.co/Q9bYn9pCTf,0,0,1,0,0
"2/2 @united You don't really care about our comfort, you care about profitability. That's fine, just own up to it. #unfriendlyskies",0,1,0,0,0
1/2 @united Just be honest with your customers. The new seats are designed to fit more rows on the plane. More rows = more money.,0,0,0,0,1
@united missing this wedding because of these delays would not be cool,0,1,0,0,1
@united Designed to deter people from forgetting things or to provide more storage space? The article says the latter #unfriendlyskies,0,1,0,1,0
"@united what do you think missing meetings is worth?  A flight voucher?  I fly all the time, so what would make it right?",0,0,0,1,0
"@United and @DirectTV. Not to pile on, but it's time to update your in flight TV package. http://t.co/Lug4MFVWsA",0,0,0,0,1
@united  why is it so hard to add in meal preferences AFTER I booked tickets? I forgot to do it &amp  it's now impossible! I even called.,0,0,0,1,0
@united it's amazing really how u helped me,1,0,0,0,0
@united Learn to hold connections. They texted me there is another flight Late Flightr - my connection hasn't left and were pulling into the gate,0,1,0,0,0
@united if I have credit from a flight I Cancelled Flightled does the new flt have to be booked by 1 yr from orig purchase date or flown by that date?,0,0,0,1,0
@united this is me and my partners first trip to #NYC I bought the tickets at the same time Please seat us next to each other ConF# ILC0HP,0,0,1,0,0
"@united its ridic you cant transfer credit, you have my $400 &amp; youre taking $200 of it for Cancelled Flightling. Atleast let me keep the credit damn",0,1,0,0,1
"@united thank you. There was one here a few months ago, but none now. Weird you don't have a club in one of the busiest airports in the US.",0,0,1,0,0
@united a plane took our gate and now we're just waiting in a lot at DIA,0,1,0,0,0
"@united I have a flight from omaha to chicago (en route to NYC) and they are seating me and my partner separate, please fix this res# ILC0HP",0,0,1,0,0
@united - with airport self checkin your only option I'm now your employee. Training was a bitch. Send my paycheck asap.,0,1,0,0,0
@united on your website it says 10 days. Its been 16 and counting.,0,0,1,0,0
@united one last thing....United club crackers...nabisco?? Where are the Pepperidge Farms?,0,0,0,1,0
@united the lack of customer service is astounding https://t.co/72RMpkOGwu #2daysofhell,0,1,0,0,0
"@united ha, this happened 10 years ago. i haven't flown with you since.",0,0,1,0,0
@united my bag is a few days Late Flight to me and this is like the 3rd time in the past couple months.  Where my free miles at?!,0,1,0,1,0
@united of course but they were just as helpless as everyone else .,0,0,1,0,0
"@united Flew ORD to Miami and back and  had great crew, service on both legs. THANKS",1,0,0,0,0
@united 65 and 72 year old flying to Tokyo for vacation both with bad knees and this happens https://t.co/72RMpkOGwu @cbcallinaday @CBCNews,0,0,1,0,0
@united another week has passed and I hoped that I would have had a response by now bad,0,1,0,0,0
@united there's no reason it should take 7-10 days to respond.,0,1,0,0,0
"@united yes, I know that. The question is ""why is that still the case""? #fail",0,1,0,1,0
@united There are Exit-Row window shades in approx 11% of the windows  of your RJ-145s.better change them,0,0,0,0,1
@united no worries Your customer service gets a bad wrap but just spoke w agent who saved me huge amounts of time &amp  apologized for yesterday,1,0,0,0,0
@united There is no excuse for leaving a minor to spend the night sobbing (9 hours) in a plastic chair. UA's actions? Terrible. # united,0,1,0,1,0
@united My wife and I will be sharing this dreadful experience. Don't pretend UA cares about young girl traveling alone # United Airlines,0,1,0,0,0
@united JH: going to process my refund for wifi. its asking for a receipt #? I never received an email- you guys just whacked my credit card,0,1,0,1,0
.@united Don't post a link to an article that verifies the initial complaint with 20+ comments saying the same thing. @harris,0,0,0,0,1
.@united Will breaking them in somehow make them longer so that they don't cut off the circulation in my legs? #unfriendlyskies,0,1,0,1,0
"@united But why do people with no status get to buy an upgd at much less than cost ahead of premiers with earned ""confirmed"" certificates?",0,0,0,1,0
@united You please do not burn my dreams !!!  #burningman tickets sales today.,0,0,1,0,0
"@united worst agents in US at Ft. Lauderdale Airport; passengers stand in line, getting status alerts &amp; still didn't make an announcement",0,1,0,0,0
@united Can we get Any (free) upgrade because all the problems we've had? Our reservation is MKWLKR.,0,0,0,1,0
@united can you send a personal plane to get us out of school? It's icing and we don't want to get stuck here @ansleyhutson @emily_donneIIy,0,0,0,1,0
@united to start 3xweekly #B737-900 flights from #NewOrleans to #Cancun on between 9MAY-5SEP #avgeek,0,0,1,0,0
"@united FAIL set to song. http://t.co/Axpn28xiQB ""United Breaks Guitars"" &lt; LMAO!",0,0,1,0,0
"@united yes, would love an upgrade or voucher,  please give me a call 9148445695",1,0,0,0,0
"@united how come it's cheaper to fly to BKK than NRT even though to get to BKK you take an extra flight, from NRT!",0,0,0,1,0
@united This is with regard to a flight from a couple weeks ago. I'm very frustrated with your policies &amp  expressing that.,0,1,0,0,0
"@united thanks for reaching out. The seat was hard, not enough cushion. OK for short flight. BTW, UA6465 flight and crew were great!",1,0,0,0,0
"@united surprise me.  Otherwise, the flight is over and I don't have a good feeling about your airline.",0,1,0,0,0
@united we have been told that it's lost...you guys don't know where it is,0,0,1,0,0
".@united: Just landed. A day Late Flight with almost no sleep, but here. I feel sorry for the woman I consoled who's mother died during the night.",0,1,0,0,0
"@united Disappointed,UNITED did NOT feed small CHILDREN on a 5 &amp; half hour flight (Honolulu to Los Angeles), Appalling, ESP food waspaid for",0,1,0,0,0
@united Thanks to supervisor Miriam who provided me with great customer service. #finally,1,0,0,0,0
@united Filled out at the airport as part of a long day made longer.,0,0,1,0,0
@united -today the staff @ MSP took customer service to a new level. My father passed away last night &amp  you helped me get home today! Thanks,1,0,0,0,0
"@united UA6255 delayed out of #winnipeg because the plane was ""frozen""! #fail Will I make my connection on UA1059? #tightconnection #Denver",0,1,0,0,0
"@united  delayed about 8 hours because of missed connections due to mechanical issues on 1st flight. rebooked, but please call me 9148445695",0,1,0,0,0
@united flying out of STL Saturday where they are expecting ice &amp  snow. When should we start looking for travel waivers? Thanks!,0,0,0,1,0
@united Can I add miles from my January Air China flight to my MileagePlus account?,0,0,0,1,0
. @united you know your updates every 6 hours telling me you don't know where my bags are is also equally irritating. #ColtsMissingBags,0,1,0,0,1
@united you are lightyears ahead of the security control at Newark airport. They wasted 40 precious mins w bad efficiency. #frightening,0,1,0,0,0
@united I submitted a status match last week and have not heard back. Im a delta customer looking to switch to United. Please assist.,0,0,1,0,0
@united 1627 to Montego Bay going back to gate bc 1person was Late Flight? Awful service for all of who came on time!!,0,1,0,0,0
@united right... Are you guys charging for the air we breathe next?,0,0,0,1,0
@united did not get names...Dallas flight and Chicago,0,0,1,0,0
"@united in other words... sorry, not sorry.  Plenty of other airlines... and I travel A LOT.",0,0,1,0,0
@united delayed agAin by United. Gate agent was borderline rude when I asked her a flight status question. What is happening to United?,0,1,0,1,0
@united I need to speak with a supervisor or someone who is #willing to help me use a credit I have ASAP.  #letsworktogether,0,0,1,0,0
"@united just give up.  Your service is terrible.  If I wasn't forced to use United on certain routes, I never would.",0,1,0,0,0
"@united I'm checked in, agent wouldn't tag my bags at 7am. Now I'm standing in line hell.",0,1,0,0,0
@united we are never going to get to out gate at this rate.,0,1,0,0,0
@united this is getting ridiculous. Now we're missing our connection.,0,1,0,0,0
@united Couldn't use the confirmed upgd cert you gave me b/c you decided to sell anyone a biz seat for $299. Why do you bother giving them?,0,0,0,1,0
@united I locked myself out of my account and needed access to book a flight.,0,0,1,0,0
@united any chance you can troubleshoot check ins at @FlyYOW ? We're at 20 minutes per person.,0,0,0,1,0
@united how on earth could you close the united club in Atlanta? What a major #fail at an airport of this size,0,1,0,1,0
@united sorry to hear outsourcing plan. Boise is best staff/cust service in the country. #boise,1,0,0,0,0
@united -LGA-ORD UA 711. Did not get agent name. Argument over baggage policy.,0,1,0,0,0
@united yes staff were rude  and unempathetic. I needed jacket and tablet by 4 got at 11. If u take carryons cause plane full.don't lose em!,0,1,0,0,0
"@united is pri boarding for ""Active Military"" or only ""In Uniform"" 90% can't travel in uniform for OPSEC reason, even on official travel",0,0,1,0,0
@united leisure. Military personnel for safety reason R highly recommended to not travel in uniform,0,0,1,0,0
@United ticket counter Masters out of SMF not very helpful.,0,1,0,0,0
@united my baggage is in shannon now so never mind u can work on giving me some $$$ back now,0,0,1,0,0
"@united if you're listening, why are you the lowest provider of inflight wifi? Get with the times!",0,0,0,1,0
@united that's funny because I emailed @VirginAtlantic once and they found it hadn't left LHR. In the mean time stuck with no bag in NYC!!!,0,1,0,0,0
"@united is the biggest joke of a company,I will never fly with them again! 3 days now waiting for my bag, they don't even know where it is!",0,1,0,0,0
@united why haven't you updated that flight 4411 is delayed? Super frustrating,0,1,0,1,0
@united How long can I expect the formal response to take?,0,0,0,1,0
"@united Hi, I am flying domestic first from SEA to HNL. Can I pay to use the lounge before I fly or this is just for international? Thanks",0,0,1,1,0
"@united Do you mean ""fortunately""? I don't want my flight to be affected! ?",0,0,0,1,0
"@United what the...? I go into the ""all airlines lounge"" w/ my Star Alliance Club Card in BCN only to be told Star Alliance isn't accepted",0,1,0,0,0
@united Y do U not reply to customer refund forms??????????? #unitedairlines,0,0,0,1,0
"@united it has now been 16 days since i applied for my compensation?

Y have i had no correspondence",0,0,0,1,0
@united it sucks not having the money to book a flight to see the love of my life. 2600 miles away.,0,0,1,0,0
@united submitted customer care form Jan 7th. Still no response. A little longer then 7 - 10 business days,0,1,0,0,0
"@united @laurasbrown5 Clearly United lives in the stone age. Some people don't need computers, make your site better for tablets and phones",0,1,0,0,1
"@united @laurasbrown5 What does ""dealing via email"" have anything to do with a crappy web form that is not made for mobile devices",0,0,0,1,0
"@united speaking of my flight, skateboards are allowed as carry on bagage right? No extra payment needed?",0,0,0,1,0
"@united @PGATOUR @NTrustOpen Next thing you know, United will believe they are above the DOT and take them to court. United is anti-consumer",0,1,0,0,0
@united @PGATOUR @NTrustOpen I read that last hashtag as Go F United. Makes sense since they F us by Cancelled Flightling ticketed reservations,0,1,0,0,0
@united The link in the message I was replying to. #3thparty #ITproblems,0,0,1,0,0
"@united Hi, I read there are weather warnings on the East Coast of the US. Would a flight from LHR to SFO be affected?",0,0,0,1,0
@united You delayed a connection for customer service today now I'll be able to pay my final respects to a dear family member. Thank you :),1,0,0,0,0
@united am I allowed to bring a duffle bag and back pack as my carry on and personal item? Flying out of NY,0,0,0,1,0
@united @gg8929 I'm sorry United isn't able to keep its word 'cuz their IT is totally inadequate but they still says it's a customer fault!,0,1,0,0,0
@united How can you not know where my bags are?  You knew where they were 6 hours ago. You are killing me!  Worst service. Ever.,0,1,0,1,0
@united Stop pretending you care about the welfare of my daughter. United Airlines had the opportunity to help n failed # United airlines,0,1,0,0,0
@united I have received one previously on the 11th having checked. Odd as you said there was no complaint associated with my e-mail?,0,0,1,1,0
"@united ok, I have that, pretty sure I had it before too but will wait and see what happens....",0,0,1,0,0
@united Checking tracing information. You got 2 numbers wrong in my phone number &amp  how did a turquoise duffle bag become a black laptop bag?,0,0,1,1,0
@united  treats service members like crap never flying again with them #UnitedAirlines  @CNN,0,1,0,0,0
"@united Thanks. UA1121, DEN, 40 min on tarmac.",0,0,1,0,0
@united What is the point of a UPC code on checked baggage if you can't tell me where my luggage is? Vacation- day 3: trying on swimsuits...,0,1,0,1,0
@united why are your SFO-&gt BOS nonstop flights not competitively priced with those of JetBlue and Virgin? $179 vs $324. Identical times.,0,0,0,1,0
@united how come I have no baggage updates.,0,0,0,1,0
"@united Thanks for your response. Bags came, but it was a long wait and priority tags weren't honored at all. Disappointing",1,1,0,0,0
@United @UnitedAirlines and the hits keep on coming. http://t.co/44ZHmfDIW6 #unitedfail #unitedwithivy,0,1,0,0,0
"@united hi JH. Yes please. Since I lost almost a whole day on the way out, could you help me change my return for one day Late Flightr?",0,0,0,1,0
"@united 3 hrs searching for flts, find 1 on site &amp; can't book the $ offered bc 1 seg isn't really available. #lies #falseadvertising",0,1,0,0,0
@united next flight? Don't think I'll be spending anymore money with you guys ever. It was that bad.,0,1,0,0,0
@united are my bags here yet?  They were at Palm Springs airport.  I was at LAX.  How come I beat my bags here.,0,0,1,1,0
@united why couldn't you have changed the tire of my delayed UA1127 flight when it arrived instead of waiting until boarding?,0,0,0,1,0
@united A generic form with tons of fields asking for info you already?  Expected more as a premier platinum. Another #servicefail,0,1,0,0,0
"@united, wtf is your username and/or email addr signin STILL unavailable? Been trying to login since Sunday",0,1,0,1,0
"@united I am flying from msp to dxb, my child will turn 2 during the trip do I have to buy a return ticket for my child?",0,0,0,1,0
@united I want my bags. There is vital equipment in there. You are royally screwing me. I'm cranky and want an update.,0,1,0,0,0
@united you guys have such big hearts.. keep up the good work,1,0,0,0,0
@united Flight 512 had sime of the rudest flight attendants. I was run over by the drink card and had a flashlight dropped on me. #noapology,0,1,0,0,0
"@united I am VERY disappointed with @SilverAirways as your partner. No communication, 2 extremely Late Flight flights. Really, all around horrible.",0,1,0,0,0
"@united unless it's on you guys, im good.",0,0,1,0,0
@united are the miles going to be restructured? Help a silver status brotha out! I thought I was winning with you guys until today lol,0,0,1,1,0
"@united even with the multiplier the ticket price will still never equal the amount of miles you travel, even for transatlantic flights!",0,0,1,0,0
"@united missed connection, wrong city, bags at Palm Springs, but not at hotel. I am seriously tired of being treated this way.",0,1,0,0,0
@united Where are my bags!!!  They weren't in LAX like your promised.  9 out of 10 things today were a mess today because of you.,0,1,0,0,0
@united dang... I thought I was in a teleportation device! Ua514,0,0,1,0,0
@united received my bag. I appreciate taking care of the matter and following up!,1,0,0,0,0
@united still haven't received a response. Please direct message me for my contact information.,0,0,1,0,0
@united I've been waiting on my bag in IAH for 45mins.  They're only 4 freaking people on that flight waiting for bags.  Fix this!!,0,1,0,0,1
@united so if this game was the one reason I payed for @DIRECTV is there something we could work out here? http://t.co/HQDTK6aTue,0,0,0,1,0
@united :take note of this great example of @JetBlue actually making good for an extremely inconvenient situation. http://t.co/t3Gnk2N7LD,0,0,0,0,1
@united RTB&gt IAH 2/17 First class. My wife (Global Services) and I had headaches due to our neighbors smoking e cigarettes. Contact me pls,0,0,1,0,0
"@united ""federal regulation prohibits you being separated from your bag""...yet you lose our bag and that's okay",0,1,0,0,0
@united tried to check it 40 mins before a flight rather than 45 mins and we are stonewalled by your employees...,0,1,0,0,0
@united Hello. Just wondering how long it might take for Turkish Airlines flights to show up in my United miles. Thanks.,0,0,1,0,0
@united do you guys have any working planes?,0,0,0,1,0
@united we just almost had a major accident on ua3710 ... How about passing on some information to those of us waiting on plane!!!,0,1,0,0,0
"@united again, you said to go take the time to go there, knowing what the issue was, and knowing you won’t fix it.",0,1,0,0,0
@united 3 hour delay plus a jetway that won't move. This biz traveler is never flying u again!,0,1,0,0,0
@united my son is a passenger on flight 3710 from Chicago to Toronto. The plane came within feet of colliding  another plane and is stopped.,0,1,0,0,0
"@united That made me so mad, but then I called the bag number, and that person was helpful and told me where the bag really was. (2/2)",0,1,0,0,0
"@united Yes. It was the airport person who told me the bag was still in Nashville, when I filed the claim. (1/2)",0,0,1,0,0
@united The only thing you fella have done right today is get me to the pacific time zone.,1,0,1,0,0
@united Ugh.  My bags were sent to Palm Springs and not to LAX as promised.  They better be at the hotel when I get there.,0,1,0,0,0
"@united Direct Messaged you, didn't hear anything back",0,0,1,0,0
"@united yup, it just happens way too often...5 times in the last 12 months",0,0,1,0,0
"@united Great, thank you!! I'll send it now.",1,0,0,0,0
@united so who does handle bag issues? And why wouldn't you put me onto them in the first place?,0,0,0,1,0
@united big up the pilot of 644 for turning 1hr on the tarmac to just a 20min delayed arrival,1,0,0,0,0
@united returned from vacation + went to luggage services. Golf bag was presented in clear wrap that could've been used in the first place.,0,0,1,0,1
@united Holiday of a lifetime to New York ruined because you lost my luggage and have failed to find it since Sunday! #wontflyagainwithyou,0,1,0,0,0
@united my golf bag didn't have a top cover + staffers said they couldn't check without a type of cover or wrap. Forced to leave the bag...,0,1,0,0,0
@united when will you offer real food in american clubs like the amazing food you offer in Heathrow?,0,0,0,1,0
@united once again my bag is lost when I travel united!!!! Please do something,0,1,0,0,0
@united Stuck on plane for over an hour due to mechanical faults. Any updates please? This happened on way to Newark and now again to LHR...,0,1,0,1,0
@united - flight 1114. Unfortunately this isn't an isoLate Flightd incident. I haven't waited less than 20min in years,0,1,0,0,0
@united did I mention one bag is an infant car seat &amp  we've been stuck with yr poor replacement on icy mtn roads,0,1,0,0,0
"@united this is in ur Hemispheres magazine. I'm open to what will u do to make the ""flight more pleasant."" http://t.co/VrQDpqEPFW",0,0,1,0,0
@united hard to believe since your staff @ SFO checked them under someone by the name of #ritacomo who flew to EWR the same day.,0,0,1,0,0
"@united it's Late Flight... I'm tired and understandably edgy for trying to catch my flight. I wasn't chipper, but I def was not rude.",0,1,0,0,0
"@united rude cust ser agents busy chatting, then yelled bc I took pic. Put me stdby when seat. Diff agent gave me seat 30min Late Flightr. Platinum",0,1,0,0,0
"@united I am a frequent user. Congrats u only lost my bags once in 20 years. Problem, it was today and your staff were rude!? still no bag!",0,1,0,0,0
@united Sivi Stewart at Lax was fantastic tonight helping to find a lost item for us at the airport.  Much thanks!,1,0,0,0,0
"@united Yes, though they have not located the bag yet. It was a lovely flight outside of that.",1,0,0,0,0
@united Got me home amid snow &amp  Cancelled Flightlations,1,0,0,0,0
"@united My wife has been on the phone several times for past 3 days, with no result.",0,1,0,0,0
@united so you are saying that customer care does not report to anyone? Their response is humiliating for a company that serves the public.,0,1,0,0,0
"@united #unitedairlines so my feedback is for your benefit, not for you to correct your atrocious customer service? Good to know",0,1,0,0,0
@united #UnitedAirlines fill out form and never receive response? I expect remedy. We can travel another airline and Cancelled Flight as members w u.,0,1,0,1,0
"@united 12/13EWR-LAX UA1151 my seat/armrest broken discover after takeoff. flight full.FA filed report, who to chat with for partial refund?",0,0,0,1,0
"@united so you told me to go, knowing what the issue was, only for me to go there and find out that you won’t fix it?",0,1,0,1,0
"@united so, I made it all the way to the airport, and they say they won’t fix the handle. I showed you this problem, and you said to go…?",0,0,0,1,0
@united This link in your tweet goes to someone's internal email -&gt  http://t.co/ZksX79itdN...... Probably one of your 3rd party IT contracts,0,0,1,0,0
@united then why do you bother responding? Your customer service is THE WORST. Never using you guys again.,0,1,0,1,0
@united 618 was flight out of Houston,0,0,1,0,0
@united free hotel doesn't make up for such poor customer service and disregard,0,1,0,0,0
@united it's messed up to refuse to wait 10 min after united is at fault for delay but to leave early is absolutely disgusting.,0,1,0,0,0
@united mechanical delay occurred in Houston earlier today re: their flight to ORD,0,0,1,0,0
"@united 374 ORD to ROC. Fam came to see me at SNA. I'm a member, so is my dad. He used his miles for them.",0,0,1,0,0
"Cc @DadBoner  #boldflavors “@united: We’re bringing Bourbon St. to 35,000 ft. with bold flavors, fresh ingredients and more dining options""",0,0,1,0,0
@united thx for checking in. Never got through via phone. On hold over hour. How long is too long to wait on hold? Ugh. #csfail,0,1,0,1,0
@united is there a referral program for the Milageplus explorer card?,0,0,0,1,0
@united how else would I know it was denied?,0,0,0,1,0
"@united You allow shady 3rd party services to sell your tickets and then refuse to help the customer, who's left holding the bag.
#flyunited",0,1,0,0,0
@united Hours on the phone...hung up on...all I want is to be on a different flight (same day) that has an open seat. #greatservice,0,1,0,0,0
@united which now has maintenance issues with an undetermined amount of time until the mechanics even arrive,0,0,1,0,0
@united I sent an email describing my experience. Looking forward to a follow up to hopefully make it right.,0,0,0,0,1
"@united be  ""Chicago's hometown airline"" care about your neighbors #SaveTheDiagonals #FlyQuiet #ORDNoise",1,0,0,0,0
@united @annricord $856.81 the cost of one of the round trip tickets.,0,0,1,0,0
@united Give Cyndi &amp  Troy each a gold star.,0,0,1,0,0
@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.,1,0,0,0,0
@united how about changing RNO -DEN non-stop In May (9) from 6am to Late Flight morning or early afternoon?,0,0,0,1,0
@united #UnitedAirlines wont wait 10min for fam w 2yr old connecting. flight leaves early instead for airport that is planes last stop today,0,1,0,0,0
"@united I can’t go back to the airport, I’m working, and won’t have time.  Are you telling me there is seriously no other way?",0,0,0,1,0
@united instead of Bourbon street how about #quiet #planes #SaveTheDiagonals,0,0,0,0,1
@united 3875 to Denver which we are supposed to be boarding right now but has yet to land,0,0,1,0,0
@united I've been doing this for 15 years and I've never had this many issues with any other airline.,0,1,0,0,0
@united haha that's fine. Still won't fly @united ever again. Seems like you guys have more problems than anyone else.,0,1,0,0,0
@united note: they are traveling w 2yr old. Unreal,0,0,1,0,0
@united and that plane was staying overnight at the next airport - ROC. U can make up 10 min in air but instead of waiting u leave EARLY,0,1,0,0,0
@united and they were traveling as guests of a mileage plus member using that members miles. Great customer service.,1,0,0,0,0
@united mechanical issues causes delay and connecting plane at ORD only needed to wait 10 min for them. Refused and left early instead. Wtf,0,1,0,0,0
"@united captain ""we apologize for the delay, the company is looking for an open gate (glance starboard side, see 5 open gates)",0,0,1,0,0
@united reinstating the kosher meals that were dropped shortly after the merger?,0,0,0,1,0
"@united I'm on one of your 757-300 between JFK and LAX.When r u upgrading planes?Plane has no Screens,lousy seats And that's in UnitedFirst.",0,0,0,1,0
@United is it possible to upfare to P a segment where I have a GPU waitlisted?,0,0,0,1,0
"@United Bringing your ""A"" game with premium cabin dining. Nice! https://t.co/zgOQoxjBQY",0,0,0,0,1
@united you already have vomit so you are halfway there,0,0,1,0,0
@united is amazing how hard is to talk with customer service! !! bad,0,1,0,0,0
"@united fair enough, but it stinks to be the passenger on the plane that leaves the gate then sits on the tarmac for an hour before takeoff",0,1,0,0,0
@united they held the flight for our group of nearly 20 people.,0,1,0,0,0
@united you guys suck. You delay flights but can't hold the connectors 10 minutes??? #WorstAirlineEver,0,1,0,0,0
@united I Want a Plane dad,0,0,1,0,0
"@united time for a rant...you delayed my flight and still forgot my luggage...then delayed on the Tarmac, moments I love you United",0,1,0,0,0
"@united it was an international flight, and we didn't get our new eta until we were in the air.",0,1,0,0,0
@united - I think she was having a rough moment w/ a bad passenger from an earlier flight. Things got considerably better. Thanks!,1,0,1,0,0
@united - thanks for the rude customer service and 3 hour delay. It really helped me timing wise for my afternoon meetings. Hello @Delta !,0,1,0,0,0
"@united Useless response. I need a functioning wheelchair, not a customer care form to fill out.",0,1,0,0,0
"@united awesome. Thx. And thx for replying so damn fast, sure as hell beats 80s cheeze hold music!!",1,0,0,0,0
"@united What does ""Cabin Functionality"" mean when I'm taking a customer satisfaction survey?",0,0,0,1,0
@united $55 cab ride to dfw from love got me my bag. Reimburse?,0,0,0,1,0
@united thanks for not getting my BusinessFirst priority tagged bag onto my connecting flight at EWR despite a 2+ hour layover. Nice job,1,0,0,0,0
"@united amazing flying over 25,000 miles on #UnitedAirlines &amp; alliance last year; still got jilted out of status! #moneyelsewhere",1,0,0,0,0
"@united On top of this, a CSR went ahead and hung up on me after I called United to discuss this.",0,1,0,0,0
@united now finally in memphis. Landed 30 minutes ago. Still no bags. Paying for a service that just gets worse...,0,1,0,0,0
"@united thanks for a terrible experience at EWR. Customers should be treated as a priority, not as an inconvenience #tryagain",0,1,0,0,1
"@united Some 3rd party service known as EZEE flights. A man, who confirmed he was born in India, told me his name was Steve Wilson.",0,0,1,0,0
@united The third wheelchair is broken! fix it http://t.co/tvk0PyxQv5,0,0,0,0,1
"@united She met me from customer service at the arrival of flight UA3787 PVD-IAD. Thanks, you guys have really handled this storm!",1,0,0,0,0
"@united my flight was at 1 pm. Still at the airport gee what service.  Do they care, nope.  Delayed until 7:55.",0,1,0,0,0
@united very disappointed in CC. Purchased ticket online w/ voucher and charge full amnt. Would not hold price after refund. Unacceptable,0,1,0,0,0
@united exactly it states a secure document is a nexus card. It does not state a passport must always be also presented. Read it,0,0,1,0,0
"@united We were told by United to ""carry over/carry back"" for the refund.",0,0,1,0,0
"@united no, I had to leave for work. Would have not been possible. So I would love to have this replaced now",0,0,1,0,0
I feel completely cheated @united. I read your commitment to customer service via website and def did not get service suggested there.,0,1,0,0,0
"@united @annricord 0162431184663.
3 of your agents said we would be refunded. Agents said United should never have sold us the ticket.",0,1,0,0,0
@united if your air traffic crew could get their shit together no one would notice the rudeness of the ground staff,0,0,0,0,1
@united IT-problems with the link? #3thparty,0,0,0,1,0
"@United: I feel very well informed. yes, the flight is indeed delayed. Thank you. http://t.co/FuCHZRZjg5",0,1,0,0,0
@united Why do I pay more for Coach Plus to be told preboarding that all overhead bins will be full for me,0,0,1,0,0
@united can I get some help changing a ticket.  40 minutes on hold and counting....,0,0,0,1,0
@united thanks for all the help! Totally appreciate it and you made it super easy too,1,0,0,0,0
